说明,本表对应 Blood/ResNet/K=3/beta=0.01 的 output-probability t-SNE；LAMP-Merge 概率由 gamma=0.55、s=18.75、tau=2.5、lambda=4.25 正式 checkpoint 重新推理，三个通用基线保持论文原实验概率向量，并在共享 t-SNE 平面重新拟合。
Dataset,Backbone,K,Beta,Method,Sample index,True label,t-SNE x,t-SNE y,Probability class 0,Probability class 1,Probability class 2,Probability class 3,Probability class 4,Probability class 5,Probability class 6,Probability class 7
Blood,ResNet,3,0.01,Weight Averaging,1649,1,20.935879,-27.390902,0.07360726,0.13089252,0.08052991,0.22112048,0.09048715,0.13405836,0.15599333,0.11331097
Blood,ResNet,3,0.01,Weight Averaging,1650,6,-4.782563,10.028737,0.07729442,0.13618889,0.09716582,0.13035981,0.11701046,0.17191780,0.14909799,0.12096480
Blood,ResNet,3,0.01,Weight Averaging,1651,6,3.977474,-5.344113,0.07153025,0.13307567,0.09069311,0.17302626,0.11094662,0.14581764,0.15225109,0.12265936
Blood,ResNet,3,0.01,Weight Averaging,1652,1,14.918755,-12.407068,0.07322935,0.12447019,0.08372480,0.19636257,0.10704158,0.15056644,0.14995682,0.11464822
Blood,ResNet,3,0.01,Weight Averaging,1653,4,-22.444595,8.696749,0.06545173,0.12119925,0.10143013,0.18818142,0.15223183,0.11285973,0.13763109,0.12101487
Blood,ResNet,3,0.01,Weight Averaging,1654,0,19.055180,5.868564,0.08942057,0.11917354,0.06476995,0.18851750,0.11166544,0.16530031,0.15314235,0.10801033
Blood,ResNet,3,0.01,Weight Averaging,1655,4,-25.216759,11.123729,0.06302842,0.10501890,0.08959661,0.17456041,0.15323980,0.14328459,0.14463525,0.12663600
Blood,ResNet,3,0.01,Weight Averaging,1656,1,20.731544,-19.689789,0.07311448,0.13762502,0.07126489,0.20658416,0.08656848,0.15201552,0.16439037,0.10843710
Blood,ResNet,3,0.01,Weight Averaging,1657,6,-4.618766,0.695818,0.07318893,0.14069952,0.09987376,0.15051410,0.11041460,0.14784093,0.15306969,0.12439845
Blood,ResNet,3,0.01,Weight Averaging,1658,6,4.497849,4.467069,0.07500406,0.12616254,0.09139540,0.16445550,0.11882578,0.16523546,0.13803911,0.12088213
Blood,ResNet,3,0.01,Weight Averaging,1659,0,39.229813,-35.011227,0.07547601,0.11857427,0.06118058,0.26909834,0.10193106,0.11006110,0.15643160,0.10724704
Blood,ResNet,3,0.01,Weight Averaging,1660,5,22.134657,-1.645503,0.06126062,0.10847616,0.06788207,0.19275336,0.14121804,0.16359796,0.15225270,0.11255911
Blood,ResNet,3,0.01,Weight Averaging,1661,6,4.229102,-9.935180,0.07682823,0.13774474,0.09491872,0.18445566,0.10232660,0.14200504,0.14305720,0.11866376
Blood,ResNet,3,0.01,Weight Averaging,1662,0,16.511156,7.161198,0.09494609,0.12970763,0.06789200,0.16927139,0.10921484,0.16095553,0.15317622,0.11483635
Blood,ResNet,3,0.01,Weight Averaging,1663,3,40.717552,-32.222958,0.06812836,0.11548007,0.06862871,0.26138172,0.10705450,0.12111229,0.14603928,0.11217509
Blood,ResNet,3,0.01,Weight Averaging,1664,5,-0.646291,18.395760,0.07540298,0.11639801,0.08694645,0.14277521,0.12719162,0.19163819,0.14721105,0.11243653
Blood,ResNet,3,0.01,Weight Averaging,1665,2,-48.078644,-1.832156,0.07196037,0.14537948,0.15043457,0.14379330,0.11777439,0.09639791,0.13353993,0.14072010
Blood,ResNet,3,0.01,Weight Averaging,1666,1,14.405586,-14.572636,0.07682743,0.13247669,0.07819445,0.19214341,0.10811663,0.14214961,0.15106662,0.11902513
Blood,ResNet,3,0.01,Weight Averaging,1667,4,-35.334572,12.846059,0.07675847,0.11570796,0.12529811,0.10897361,0.15697682,0.13909146,0.14264430,0.13454926
Blood,ResNet,3,0.01,Weight Averaging,1668,7,-49.533222,19.890532,0.09678301,0.13352388,0.14094560,0.11098871,0.13464823,0.12468657,0.11972893,0.13869509
Blood,ResNet,3,0.01,Weight Averaging,1669,7,-44.075001,13.558975,0.08165257,0.12864941,0.13499895,0.12284123,0.14095657,0.12393218,0.13009429,0.13687485
Blood,ResNet,3,0.01,Weight Averaging,1670,3,36.370735,-27.159658,0.07443461,0.11251986,0.07446171,0.24393170,0.12386446,0.11366415,0.14188141,0.11524217
Blood,ResNet,3,0.01,Weight Averaging,1671,1,9.908524,2.018647,0.07163616,0.12250866,0.09070830,0.16525881,0.10845090,0.17066109,0.15963273,0.11114334
Blood,ResNet,3,0.01,Weight Averaging,1672,1,23.395653,-28.593706,0.06732138,0.13039197,0.08081420,0.22519176,0.09832220,0.13211343,0.15379255,0.11205255
Blood,ResNet,3,0.01,Weight Averaging,1673,7,-27.380674,7.846755,0.06764373,0.12202413,0.11584250,0.15809302,0.13919812,0.12996764,0.14267933,0.12455146
Blood,ResNet,3,0.01,Weight Averaging,1674,2,-56.111263,-2.659526,0.07187577,0.14825748,0.17427967,0.11967481,0.13023244,0.09319442,0.12807253,0.13441293
Blood,ResNet,3,0.01,Weight Averaging,1675,6,12.458866,-8.863724,0.07419873,0.14157775,0.08062000,0.19271889,0.09251395,0.15262659,0.14562388,0.12012021
Blood,ResNet,3,0.01,Weight Averaging,1676,2,-56.074444,-0.606929,0.08057196,0.14688292,0.15968248,0.11484560,0.13840659,0.10259002,0.12436366,0.13265675
Blood,ResNet,3,0.01,Weight Averaging,1677,1,10.165134,-16.022118,0.06534024,0.12304989,0.09673442,0.18752426,0.11432821,0.13641234,0.14998344,0.12662725
Blood,ResNet,3,0.01,Weight Averaging,1678,3,30.333174,-26.732061,0.05979569,0.12620924,0.09197978,0.22987007,0.11144544,0.11857825,0.14555390,0.11656770
Blood,ResNet,3,0.01,Weight Averaging,1679,1,2.637948,11.323603,0.08013804,0.12711322,0.08040516,0.16302891,0.11740721,0.17433479,0.13937253,0.11820012
Blood,ResNet,3,0.01,Weight Averaging,1680,1,22.146614,-26.871878,0.07175113,0.13204738,0.07008384,0.22366129,0.09058747,0.13646790,0.15812060,0.11728031
Blood,ResNet,3,0.01,Weight Averaging,1681,6,-0.197602,-8.960210,0.07556572,0.14383793,0.09336530,0.16789879,0.10660834,0.14059922,0.14409409,0.12803060
Blood,ResNet,3,0.01,Weight Averaging,1682,7,-51.464413,9.056761,0.07574321,0.13842359,0.14680445,0.11881740,0.14066562,0.11000931,0.12869623,0.14084022
Blood,ResNet,3,0.01,Weight Averaging,1683,1,26.689314,-34.221569,0.06384511,0.13372366,0.09085319,0.23214747,0.09515756,0.11564304,0.14851590,0.12011398
Blood,ResNet,3,0.01,Weight Averaging,1684,6,-4.961535,12.231812,0.08852880,0.12938887,0.09658375,0.12945037,0.12444369,0.17515276,0.13783127,0.11862054
Blood,ResNet,3,0.01,Weight Averaging,1685,2,-55.228748,-3.036201,0.07351865,0.15865210,0.16807346,0.11863486,0.13111490,0.08871404,0.12405258,0.13723943
Blood,ResNet,3,0.01,Weight Averaging,1686,6,15.448205,-29.565132,0.07997508,0.14116186,0.09195321,0.20706770,0.09833016,0.11529163,0.14899607,0.11722427
Blood,ResNet,3,0.01,Weight Averaging,1687,0,36.560738,-20.403694,0.07604598,0.11256076,0.05570513,0.23588040,0.12324411,0.13093416,0.15289693,0.11273254
Blood,ResNet,3,0.01,Weight Averaging,1688,4,-21.474169,8.562524,0.06350644,0.12062638,0.10269506,0.19306503,0.13338089,0.11992431,0.14112170,0.12568013
Blood,ResNet,3,0.01,Weight Averaging,1689,5,35.009254,-23.145493,0.05931815,0.11598528,0.08080536,0.23058286,0.12422937,0.13349067,0.14394468,0.11164357
Blood,ResNet,3,0.01,Weight Averaging,1690,7,-48.291492,12.571628,0.08401684,0.12661003,0.14082639,0.11690809,0.14663541,0.11758380,0.12556726,0.14185214
Blood,ResNet,3,0.01,Weight Averaging,1691,6,3.349364,-16.219908,0.07367022,0.14797133,0.09445217,0.18407641,0.10323846,0.13377391,0.14115196,0.12166557
Blood,ResNet,3,0.01,Weight Averaging,1692,5,-9.870244,14.757112,0.07008685,0.11829671,0.10113602,0.15124567,0.13506147,0.16275294,0.14396419,0.11745612
Blood,ResNet,3,0.01,Weight Averaging,1693,2,-57.230846,-0.084806,0.07995293,0.13604186,0.16848554,0.11517878,0.13154581,0.09973287,0.13214487,0.13691735
Blood,ResNet,3,0.01,Weight Averaging,1694,0,32.458805,-9.819025,0.07668481,0.11705210,0.06287195,0.21998625,0.11790427,0.14138044,0.15359712,0.11052309
Blood,ResNet,3,0.01,Weight Averaging,1695,7,-43.721897,11.205022,0.08548798,0.13300858,0.13872065,0.12348122,0.13260004,0.11694132,0.13157895,0.13818125
Blood,ResNet,3,0.01,Weight Averaging,1696,6,-2.764641,7.808177,0.08336982,0.14322682,0.08914627,0.14628252,0.11184875,0.17075382,0.13102345,0.12434854
Blood,ResNet,3,0.01,Weight Averaging,1697,7,-51.171200,4.162003,0.07009519,0.13336752,0.15184708,0.12769638,0.12803359,0.11028205,0.13526835,0.14340988
Blood,ResNet,3,0.01,Weight Averaging,1698,4,-25.195818,10.351254,0.07050887,0.11400751,0.09735530,0.17205934,0.14934582,0.13852553,0.13924523,0.11895238
Blood,ResNet,3,0.01,Weight Averaging,1699,7,-42.450340,10.942072,0.07762243,0.13636313,0.13368814,0.13068353,0.13782078,0.11962990,0.12800699,0.13618511
Blood,ResNet,3,0.01,Weight Averaging,1700,7,-41.967587,5.729985,0.07028431,0.13384312,0.13731444,0.13510612,0.14481983,0.11135286,0.13491791,0.13236140
Blood,ResNet,3,0.01,Weight Averaging,1701,1,3.290821,6.703835,0.07420173,0.11746025,0.09915411,0.15468155,0.12133310,0.16521803,0.14784084,0.12011043
Blood,ResNet,3,0.01,Weight Averaging,1702,1,6.341458,-11.847660,0.07725962,0.12710631,0.09493609,0.18053260,0.10762618,0.13873285,0.15298633,0.12081996
Blood,ResNet,3,0.01,Weight Averaging,1703,7,-38.642056,7.150427,0.07490900,0.12931357,0.13119400,0.13971847,0.13051929,0.12338592,0.13993572,0.13102397
Blood,ResNet,3,0.01,Weight Averaging,1704,6,-10.866870,0.290579,0.07050578,0.13103086,0.11746232,0.13916953,0.11897482,0.14644319,0.14223471,0.13417879
Blood,ResNet,3,0.01,Weight Averaging,1705,3,35.771492,-32.660885,0.06617000,0.13569093,0.07644445,0.25112051,0.10950704,0.10436027,0.14282866,0.11387811
Blood,ResNet,3,0.01,Weight Averaging,1706,1,16.426977,-36.543007,0.07358703,0.13526057,0.07777724,0.21882774,0.09774713,0.12027251,0.16614248,0.11038529
Blood,ResNet,3,0.01,Weight Averaging,1707,2,-44.136448,-2.366536,0.07323930,0.14060530,0.13304119,0.16987845,0.12495780,0.08771618,0.13802882,0.13253295
Blood,ResNet,3,0.01,Weight Averaging,1708,3,21.886831,-9.666696,0.07718132,0.12198199,0.08213214,0.19882599,0.12468065,0.13926356,0.13797055,0.11796381
Blood,ResNet,3,0.01,Weight Averaging,1709,3,39.322041,-32.697662,0.06949421,0.12518260,0.06837887,0.26039013,0.10065547,0.12297975,0.14058299,0.11233596
Blood,ResNet,3,0.01,Weight Averaging,1710,5,-0.016330,21.447464,0.07519845,0.12222274,0.08018703,0.14235021,0.11573016,0.20857789,0.14520103,0.11053252
Blood,ResNet,3,0.01,Weight Averaging,1711,4,-27.061611,8.302062,0.07513557,0.11828831,0.10672558,0.16207218,0.14208248,0.13240956,0.13749295,0.12579331
Blood,ResNet,3,0.01,Weight Averaging,1712,4,-55.632942,4.437990,0.06774168,0.13435471,0.16578849,0.12454311,0.14799310,0.09748363,0.12695915,0.13513608
Blood,ResNet,3,0.01,Weight Averaging,1713,6,-1.091180,-9.752346,0.07159316,0.14918478,0.09702485,0.16864467,0.10624946,0.13849974,0.13949315,0.12931016
Blood,ResNet,3,0.01,Weight Averaging,1714,1,21.092745,-28.751699,0.07250632,0.13830410,0.07716784,0.22529277,0.09371269,0.12621002,0.15049466,0.11631160
Blood,ResNet,3,0.01,Weight Averaging,1715,7,-51.382164,17.120802,0.08379430,0.13086696,0.14868046,0.10476433,0.13972321,0.12417683,0.12423781,0.14375609
Blood,ResNet,3,0.01,Weight Averaging,1716,1,18.637465,-32.702988,0.06732818,0.14662075,0.07865787,0.21848369,0.08985956,0.13030478,0.15882201,0.10992312
Blood,ResNet,3,0.01,Weight Averaging,1717,1,27.212389,-34.535542,0.06153084,0.14320576,0.08793186,0.22977298,0.09554572,0.11905574,0.14286047,0.12009667
Blood,ResNet,3,0.01,Weight Averaging,1718,7,-10.472097,14.644972,0.06853965,0.11605598,0.09577680,0.14459942,0.14623094,0.16277353,0.14745063,0.11857305
Blood,ResNet,3,0.01,Weight Averaging,1719,0,-8.420774,9.993999,0.11553941,0.14290750,0.07746453,0.12557811,0.10331206,0.15778902,0.16662906,0.11078023
Blood,ResNet,3,0.01,Weight Averaging,1720,7,-54.053146,14.833464,0.08002526,0.12947920,0.15113752,0.11105270,0.14515255,0.11578095,0.13124192,0.13612989
Blood,ResNet,3,0.01,Weight Averaging,1721,6,-3.465626,-6.233584,0.07516471,0.14314495,0.10242660,0.16532700,0.10580471,0.14061533,0.14431436,0.12320232
Blood,ResNet,3,0.01,Weight Averaging,1722,3,43.779976,-35.721588,0.05953717,0.12187944,0.07188129,0.27409038,0.10417340,0.10796610,0.15392128,0.10655093
Blood,ResNet,3,0.01,Weight Averaging,1723,6,15.641878,-28.312325,0.06785031,0.13896696,0.08873200,0.21276385,0.10622887,0.11711797,0.15175772,0.11658224
Blood,ResNet,3,0.01,Weight Averaging,1724,2,-56.902210,-2.221028,0.06929393,0.14662477,0.17429763,0.11870985,0.13040946,0.09879570,0.12223916,0.13962950
Blood,ResNet,3,0.01,Weight Averaging,1725,7,-44.449608,12.983293,0.07833394,0.12886730,0.13654137,0.12183982,0.14267376,0.12180744,0.13295613,0.13698025
Blood,ResNet,3,0.01,Weight Averaging,1726,6,5.895572,-7.284891,0.07463071,0.13680796,0.08904757,0.17683554,0.11022951,0.15071371,0.14302859,0.11870648
Blood,ResNet,3,0.01,Weight Averaging,1727,7,-55.374908,10.123817,0.07999701,0.13733755,0.15904665,0.11228000,0.13851406,0.10850538,0.12161960,0.14269970
Blood,ResNet,3,0.01,Weight Averaging,1728,4,-24.408089,8.116887,0.06622915,0.11656243,0.10762136,0.17348981,0.15227129,0.11190114,0.14391448,0.12801033
Blood,ResNet,3,0.01,Weight Averaging,1729,1,22.524456,-31.038013,0.06120471,0.13697299,0.08211662,0.23441897,0.09564222,0.12618609,0.15322509,0.11023325
Blood,ResNet,3,0.01,Weight Averaging,1730,3,-3.252695,19.732115,0.08560169,0.11665241,0.09169480,0.12985605,0.12715755,0.19020355,0.14478238,0.11405163
Blood,ResNet,3,0.01,Weight Averaging,1731,7,-38.332520,9.779139,0.07107321,0.12933697,0.12892218,0.12874684,0.14018306,0.13164286,0.13489749,0.13519740
Blood,ResNet,3,0.01,Weight Averaging,1732,1,5.313452,-12.833826,0.06827792,0.13144667,0.09519885,0.18556003,0.11183082,0.13756557,0.14501891,0.12510128
Blood,ResNet,3,0.01,Weight Averaging,1733,2,-6.304432,-17.088919,0.06482168,0.14992212,0.11930483,0.18994838,0.10295306,0.10367435,0.14352769,0.12584794
Blood,ResNet,3,0.01,Weight Averaging,1734,3,21.465458,-13.401205,0.06320316,0.12669179,0.08849986,0.20354170,0.12680745,0.13357776,0.13461939,0.12305881
Blood,ResNet,3,0.01,Weight Averaging,1735,6,0.150948,-7.175475,0.07383885,0.14082225,0.09639789,0.17255197,0.10373464,0.13724503,0.15560067,0.11980873
Blood,ResNet,3,0.01,Weight Averaging,1736,3,33.963917,-14.615031,0.06905994,0.10638095,0.06491671,0.21915151,0.13150047,0.14648922,0.14760685,0.11489438
Blood,ResNet,3,0.01,Weight Averaging,1737,7,-42.888439,9.679409,0.08148922,0.13678843,0.14186303,0.13126831,0.13029240,0.11402384,0.12863447,0.13564031
Blood,ResNet,3,0.01,Weight Averaging,1738,7,-44.360474,12.850913,0.07837142,0.13052975,0.13833299,0.12052537,0.14007126,0.12487778,0.13419278,0.13309862
Blood,ResNet,3,0.01,Weight Averaging,1739,3,3.395097,-13.008862,0.06967755,0.13183068,0.09470351,0.18646836,0.12217812,0.13275220,0.13679540,0.12559424
Blood,ResNet,3,0.01,Weight Averaging,1740,6,32.480103,-34.327896,0.06511067,0.13642451,0.07981343,0.24954636,0.09642807,0.11842766,0.14029521,0.11395410
Blood,ResNet,3,0.01,Weight Averaging,1741,3,38.231457,-33.255074,0.06802806,0.11666282,0.06513492,0.25153685,0.10233068,0.13071217,0.15857051,0.10702400
Blood,ResNet,3,0.01,Weight Averaging,1742,6,-2.333524,-12.458343,0.07394926,0.14830001,0.09618541,0.17347516,0.10223590,0.12742381,0.15160902,0.12682141
Blood,ResNet,3,0.01,Weight Averaging,1743,0,16.098240,9.078271,0.08843051,0.11665124,0.07179747,0.16839813,0.12056438,0.17131943,0.15004352,0.11279529
Blood,ResNet,3,0.01,Weight Averaging,1744,5,15.252864,-3.345006,0.06851400,0.12593442,0.07701961,0.18899643,0.11287087,0.17280136,0.13909705,0.11476626
Blood,ResNet,3,0.01,Weight Averaging,1745,3,42.280384,-29.705851,0.05725584,0.11333679,0.07453635,0.25902879,0.11926645,0.12219064,0.13784778,0.11653731
Blood,ResNet,3,0.01,Weight Averaging,1746,1,11.485728,-15.320261,0.06953781,0.12676457,0.08788908,0.19263321,0.10866733,0.13953415,0.15276670,0.12220715
Blood,ResNet,3,0.01,Weight Averaging,1747,6,0.649731,-0.952400,0.07895719,0.13931240,0.08946808,0.16676089,0.11445027,0.14869040,0.14641215,0.11594861
Blood,ResNet,3,0.01,Weight Averaging,1748,0,49.485500,-35.751881,0.06168384,0.11060745,0.05300599,0.30763024,0.10486030,0.11124290,0.15408473,0.09688454
Blood,ResNet,3,0.01,Weight Averaging,1749,1,0.979100,12.652125,0.07937259,0.12011618,0.09333444,0.15148300,0.12135639,0.17545903,0.14352821,0.11535015
Blood,ResNet,3,0.01,Weight Averaging,1750,5,-29.451832,5.918443,0.06362691,0.12601806,0.12065881,0.15959695,0.14646657,0.11130378,0.14266284,0.12966609
Blood,ResNet,3,0.01,Weight Averaging,1751,0,-7.677803,8.908888,0.09884030,0.13189998,0.09693204,0.13338239,0.12171512,0.16445625,0.14071152,0.11206233
Blood,ResNet,3,0.01,Weight Averaging,1752,3,47.268890,-34.469898,0.06303544,0.11938898,0.06424000,0.28262955,0.10620946,0.11225348,0.14002943,0.11221368
Blood,ResNet,3,0.01,Weight Averaging,1753,3,-20.745176,5.586945,0.06753063,0.13613302,0.10290468,0.17310354,0.12874971,0.13101485,0.13516901,0.12539454
Blood,ResNet,3,0.01,Weight Averaging,1754,7,-41.638927,9.469154,0.07621765,0.13288075,0.13462356,0.13594814,0.12947066,0.11449059,0.13733880,0.13902986
Blood,ResNet,3,0.01,Weight Averaging,1755,2,-45.130669,-2.484139,0.07301117,0.14947721,0.14184175,0.16124888,0.11394075,0.09215711,0.13493691,0.13338624
Blood,ResNet,3,0.01,Weight Averaging,1756,6,-5.491160,10.963389,0.08364955,0.12775491,0.10679909,0.12604235,0.11492874,0.17370752,0.14493805,0.12217985
Blood,ResNet,3,0.01,Weight Averaging,1757,1,13.847215,-22.769724,0.06613452,0.13119388,0.09118737,0.21187025,0.10451914,0.12610088,0.14254856,0.12644537
Blood,ResNet,3,0.01,Weight Averaging,1758,7,-56.756882,12.363180,0.07718611,0.12941770,0.16110860,0.10107296,0.14252532,0.11411520,0.12642021,0.14815383
Blood,ResNet,3,0.01,Weight Averaging,1759,6,7.252079,-18.812737,0.07226260,0.14323312,0.08436733,0.19514734,0.09754501,0.13624097,0.15066515,0.12053850
Blood,ResNet,3,0.01,Weight Averaging,1760,4,-25.997274,7.994194,0.06832937,0.11819936,0.11055633,0.16471095,0.14749259,0.11924114,0.14548019,0.12598999
Blood,ResNet,3,0.01,Weight Averaging,1761,1,16.225042,-16.228109,0.08272371,0.12509026,0.08179627,0.19699407,0.09577352,0.14466748,0.15249528,0.12045942
Blood,ResNet,3,0.01,Weight Averaging,1762,6,-4.310472,-17.632450,0.06977117,0.13918439,0.10725397,0.19221216,0.11575811,0.10543507,0.14466718,0.12571795
Blood,ResNet,3,0.01,Weight Averaging,1763,6,-9.339200,4.241492,0.07848141,0.12577836,0.10986823,0.14630976,0.11969739,0.15705365,0.14180589,0.12100530
Blood,ResNet,3,0.01,Weight Averaging,1764,0,34.279217,-7.134108,0.08047943,0.11752148,0.05968878,0.22588298,0.10692403,0.14043543,0.16257930,0.10648862
Blood,ResNet,3,0.01,Weight Averaging,1765,1,29.359045,-32.554531,0.06505827,0.13161902,0.08329006,0.23388554,0.10988403,0.10447902,0.15341099,0.11837315
Blood,ResNet,3,0.01,Weight Averaging,1766,1,1.829735,-1.509314,0.07164253,0.13215408,0.09648208,0.16378188,0.11486383,0.15372045,0.14448634,0.12286878
Blood,ResNet,3,0.01,Weight Averaging,1767,1,19.820955,-18.043919,0.07843881,0.12684129,0.07427903,0.20171501,0.09890559,0.15166815,0.15413012,0.11402201
Blood,ResNet,3,0.01,Weight Averaging,1768,3,46.275406,-34.131210,0.05881217,0.11205036,0.06792583,0.28057015,0.11786841,0.10792370,0.14933656,0.10551282
Blood,ResNet,3,0.01,Weight Averaging,1769,7,-45.209419,5.264247,0.06716593,0.12926278,0.15208153,0.13295452,0.14062966,0.11068342,0.13409497,0.13312717
Blood,ResNet,3,0.01,Weight Averaging,1770,1,11.551036,-21.783756,0.06971842,0.13493262,0.09197658,0.20146652,0.09936009,0.13363166,0.14808752,0.12082665
Blood,ResNet,3,0.01,Weight Averaging,1771,6,3.304404,-1.480975,0.07257438,0.13509661,0.09417565,0.17390609,0.10757936,0.15487236,0.14172672,0.12006885
Blood,ResNet,3,0.01,Weight Averaging,1772,2,-48.066055,0.686412,0.07496765,0.14293760,0.14551730,0.13339424,0.12738259,0.10107165,0.13777475,0.13695419
Blood,ResNet,3,0.01,Weight Averaging,1773,0,17.907982,8.129535,0.08739140,0.12468450,0.06468287,0.17699018,0.12486091,0.16646324,0.14329191,0.11163494
Blood,ResNet,3,0.01,Weight Averaging,1774,3,18.358105,1.546777,0.07463943,0.11344036,0.07604095,0.17937355,0.11443832,0.16636612,0.16051088,0.11519041
Blood,ResNet,3,0.01,Weight Averaging,1775,1,31.915537,-36.702084,0.06693444,0.12255804,0.08215531,0.24657796,0.09760108,0.11086843,0.15919003,0.11411465
Blood,ResNet,3,0.01,Weight Averaging,1776,6,-2.766460,-4.990160,0.07913125,0.14645323,0.09596192,0.16028281,0.10529806,0.14506818,0.14396919,0.12383534
Blood,ResNet,3,0.01,Weight Averaging,1777,0,24.274166,-4.403420,0.07953924,0.11540023,0.07320804,0.18783845,0.12542631,0.15095735,0.15380906,0.11382129
Blood,ResNet,3,0.01,Weight Averaging,1778,1,32.089806,-34.183773,0.06593821,0.13928685,0.08073699,0.24662952,0.09402090,0.11448839,0.14095494,0.11794409
Blood,ResNet,3,0.01,Weight Averaging,1779,1,12.035313,-14.839259,0.07017204,0.12437360,0.08509804,0.19350600,0.10931291,0.14421959,0.15283228,0.12048554
Blood,ResNet,3,0.01,Weight Averaging,1780,2,-57.723972,-2.274450,0.08031544,0.15131138,0.17024593,0.11303027,0.13584715,0.09257049,0.12868443,0.12799487
Blood,ResNet,3,0.01,Weight Averaging,1781,6,-4.951428,12.455506,0.08866006,0.12549587,0.09622444,0.12788323,0.12406597,0.18051545,0.13793683,0.11921817
Blood,ResNet,3,0.01,Weight Averaging,1782,6,-4.024361,-11.193812,0.08025323,0.15057120,0.10221256,0.16348751,0.10510145,0.12951738,0.14116517,0.12769149
Blood,ResNet,3,0.01,Weight Averaging,1783,3,27.852581,-12.685593,0.06897148,0.11461886,0.07505135,0.20834620,0.10948532,0.15561949,0.15060452,0.11730275
Blood,ResNet,3,0.01,Weight Averaging,1784,4,-21.944590,9.126812,0.06637949,0.11839484,0.09837292,0.19002816,0.14181377,0.11977431,0.14111078,0.12412580
Blood,ResNet,3,0.01,Weight Averaging,1785,6,-4.470109,-6.527059,0.08026956,0.14069997,0.10137577,0.16470562,0.11034328,0.13511333,0.14480425,0.12268822
Blood,ResNet,3,0.01,Weight Averaging,1786,4,31.222834,-22.542068,0.06371858,0.10879043,0.08191959,0.21960080,0.13443846,0.12665680,0.15031882,0.11455657
