dataset,backbone,num_clients,beta,method,sample_index,true_label,tsne_x,tsne_y,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7
bloodmnist_224,ResNet,3,0.01,avg,3006,3,40.350525,-23.891430,0.07035807,0.11468568,0.06828389,0.24120139,0.11975025,0.12958345,0.14624172,0.10989555
bloodmnist_224,ResNet,3,0.01,avg,3007,6,9.732319,-27.025089,0.06626789,0.14648290,0.09919821,0.21225378,0.09800761,0.10935262,0.14624155,0.12219550
bloodmnist_224,ResNet,3,0.01,avg,3008,6,-5.935346,-4.672916,0.07217241,0.14405844,0.11222867,0.14923593,0.10911137,0.13468225,0.15387204,0.12463890
bloodmnist_224,ResNet,3,0.01,avg,3009,7,-46.144020,1.217603,0.07218041,0.12733844,0.13607055,0.13911265,0.14180113,0.11677276,0.13203816,0.13468589
bloodmnist_224,ResNet,3,0.01,avg,3010,6,-1.266363,-17.551214,0.07311066,0.14684778,0.10298605,0.18349512,0.10836422,0.11801670,0.14599812,0.12118137
bloodmnist_224,ResNet,3,0.01,avg,3011,7,-62.783348,0.502493,0.06833988,0.13453211,0.16947061,0.10561600,0.14375393,0.11066494,0.12277836,0.14484419
bloodmnist_224,ResNet,3,0.01,avg,3012,6,-6.526006,4.868245,0.07814820,0.12725693,0.10442624,0.14150406,0.12521400,0.15381241,0.14751956,0.12211861
bloodmnist_224,ResNet,3,0.01,avg,3013,1,29.877045,-15.378330,0.06564596,0.11817256,0.07713294,0.20832658,0.11374952,0.14532407,0.15239458,0.11925374
bloodmnist_224,ResNet,3,0.01,avg,3014,6,-5.787729,7.261183,0.08971927,0.13197099,0.10678797,0.12858933,0.12353794,0.15956354,0.14133847,0.11849251
bloodmnist_224,ResNet,3,0.01,avg,3015,3,29.371689,-19.445505,0.06673017,0.12607087,0.08190217,0.21703285,0.11160125,0.13881183,0.13787013,0.11998068
bloodmnist_224,ResNet,3,0.01,avg,3016,7,-52.728687,0.944018,0.07269791,0.13263883,0.14342152,0.12688121,0.13842210,0.10980014,0.13271113,0.14342716
bloodmnist_224,ResNet,3,0.01,avg,3017,3,9.410500,-2.210343,0.07584849,0.12295562,0.09268641,0.17033438,0.11696795,0.15010583,0.15136531,0.11973602
bloodmnist_224,ResNet,3,0.01,avg,3018,0,31.892456,-4.576475,0.10179815,0.12892474,0.06851103,0.18961471,0.10126162,0.13810904,0.15956911,0.11221165
bloodmnist_224,ResNet,3,0.01,avg,3019,2,-54.415298,-9.047004,0.06841840,0.15656398,0.16542117,0.13213687,0.12506786,0.09055929,0.13037169,0.13146079
bloodmnist_224,ResNet,3,0.01,avg,3020,1,14.888362,-22.782536,0.06718799,0.13102207,0.09312113,0.20468841,0.10809728,0.12710010,0.14451534,0.12426770
bloodmnist_224,ResNet,3,0.01,avg,3021,6,8.263316,-8.439892,0.07331102,0.13878641,0.09221295,0.17988503,0.10428694,0.15018556,0.14272651,0.11860566
bloodmnist_224,ResNet,3,0.01,avg,3022,6,-5.434916,-3.457998,0.07585812,0.13738659,0.10852304,0.15166198,0.12093642,0.13177665,0.14972961,0.12412761
bloodmnist_224,ResNet,3,0.01,avg,3023,7,-47.981335,5.064527,0.08015571,0.13228711,0.13551778,0.13103506,0.13559175,0.11423106,0.13362882,0.13755269
bloodmnist_224,ResNet,3,0.01,avg,3024,3,7.266641,4.965590,0.07949663,0.12219323,0.08832686,0.16104832,0.12356604,0.16563742,0.14010853,0.11962294
bloodmnist_224,ResNet,3,0.01,avg,3025,3,12.089321,-16.925684,0.06432480,0.13006453,0.09363889,0.19211370,0.11371437,0.13622312,0.14758477,0.12233577
bloodmnist_224,ResNet,3,0.01,avg,3026,0,-4.835455,9.612401,0.10057046,0.14212617,0.08576557,0.14199896,0.11106571,0.16679779,0.13931842,0.11235697
bloodmnist_224,ResNet,3,0.01,avg,3027,0,28.985426,-5.194284,0.09006693,0.11706989,0.06629546,0.19103484,0.12376396,0.14468633,0.15721144,0.10987119
bloodmnist_224,ResNet,3,0.01,avg,3028,4,-48.765919,14.144864,0.08284505,0.11204509,0.12752739,0.11464982,0.15598917,0.13194700,0.13281266,0.14218387
bloodmnist_224,ResNet,3,0.01,avg,3029,7,-52.902523,9.915901,0.08952271,0.13287757,0.13912594,0.11492366,0.13729729,0.12290415,0.12885627,0.13449240
bloodmnist_224,ResNet,3,0.01,avg,3030,6,3.316960,-10.785295,0.07975541,0.14408524,0.09531958,0.17724372,0.10702972,0.13679859,0.13796778,0.12179995
bloodmnist_224,ResNet,3,0.01,avg,3031,3,39.036892,-30.128696,0.07127704,0.12401424,0.06739388,0.24520683,0.11927481,0.11739445,0.14064792,0.11479083
bloodmnist_224,ResNet,3,0.01,avg,3032,4,-17.717768,4.458589,0.06922097,0.11915474,0.11748663,0.15001608,0.14967802,0.12350169,0.14250895,0.12843290
bloodmnist_224,ResNet,3,0.01,avg,3033,7,-46.975319,7.376055,0.09107260,0.12617208,0.12831219,0.12730618,0.13704248,0.11569428,0.13416965,0.14023057
bloodmnist_224,ResNet,3,0.01,avg,3034,6,1.012803,-8.624615,0.08022146,0.15150213,0.09200507,0.16873334,0.09808297,0.13758011,0.14977521,0.12209975
bloodmnist_224,ResNet,3,0.01,avg,3035,4,22.908424,-12.888259,0.06680822,0.11774726,0.09275731,0.19615225,0.13140142,0.13432758,0.13821989,0.12258604
bloodmnist_224,ResNet,3,0.01,avg,3036,2,-58.686245,-10.434278,0.07518813,0.15405549,0.17659473,0.11004052,0.12221173,0.09086489,0.13266051,0.13838401
bloodmnist_224,ResNet,3,0.01,avg,3037,7,-51.096169,5.277206,0.07758745,0.13136183,0.14303938,0.12346192,0.13913567,0.11568303,0.13208298,0.13764776
bloodmnist_224,ResNet,3,0.01,avg,3038,1,16.433462,-4.894018,0.07540551,0.12647791,0.08279532,0.18820851,0.10657926,0.15897870,0.14417584,0.11737894
bloodmnist_224,ResNet,3,0.01,avg,3039,4,-15.824371,2.379080,0.06988917,0.12127911,0.10844876,0.16266462,0.14662027,0.12979926,0.14138080,0.11991797
bloodmnist_224,ResNet,3,0.01,avg,3040,7,-49.322914,3.202753,0.08385295,0.13934419,0.14013867,0.12866548,0.13041279,0.11237286,0.12794574,0.13726729
bloodmnist_224,ResNet,3,0.01,avg,3041,1,32.070038,-38.255516,0.06381700,0.13635388,0.08148561,0.23919576,0.09182471,0.11563458,0.15973160,0.11195685
bloodmnist_224,ResNet,3,0.01,avg,3042,1,26.493622,-32.336800,0.06972522,0.12699455,0.09300707,0.22153039,0.09514776,0.12112309,0.15573290,0.11673899
bloodmnist_224,ResNet,3,0.01,avg,3043,7,-62.254635,5.290352,0.08656417,0.12828702,0.16427697,0.10322018,0.14165033,0.11491031,0.11719502,0.14389598
bloodmnist_224,ResNet,3,0.01,avg,3044,3,35.726688,-15.807839,0.06796848,0.10957773,0.07162711,0.22177300,0.12437691,0.14518820,0.14698566,0.11250295
bloodmnist_224,ResNet,3,0.01,avg,3045,0,51.061245,-36.779339,0.05901256,0.11219954,0.04897991,0.30098793,0.10525861,0.10910831,0.16003001,0.10442308
bloodmnist_224,ResNet,3,0.01,avg,3046,4,21.474108,-12.422502,0.06151389,0.11904278,0.09576034,0.18735173,0.12645946,0.12653774,0.15301891,0.13031514
bloodmnist_224,ResNet,3,0.01,avg,3047,3,11.459699,-23.234224,0.07130431,0.13368067,0.09225571,0.20761941,0.11242064,0.11750497,0.14505059,0.12016368
bloodmnist_224,ResNet,3,0.01,avg,3048,3,42.279446,-37.590359,0.06234107,0.12602934,0.07640308,0.26471996,0.10047808,0.10929345,0.13914301,0.12159199
bloodmnist_224,ResNet,3,0.01,avg,3049,7,-21.442554,3.693796,0.08172590,0.13437653,0.10816889,0.15157981,0.13748959,0.12230591,0.13530494,0.12904847
bloodmnist_224,ResNet,3,0.01,avg,3050,7,-45.687431,4.422632,0.07869620,0.13578661,0.13230239,0.13473044,0.14124180,0.12099399,0.13082325,0.12542529
bloodmnist_224,ResNet,3,0.01,avg,3051,1,6.702536,-3.331886,0.07384846,0.13077118,0.09927709,0.16521756,0.10978868,0.14755182,0.15677689,0.11676834
bloodmnist_224,ResNet,3,0.01,avg,3052,3,20.063906,-0.747385,0.07806652,0.10940728,0.07764532,0.17670852,0.12336939,0.16816573,0.14162232,0.12501489
bloodmnist_224,ResNet,3,0.01,avg,3053,4,-13.772744,11.645382,0.08717625,0.11509182,0.10973936,0.10238863,0.14187358,0.17020014,0.14194006,0.13159019
bloodmnist_224,ResNet,3,0.01,avg,3054,6,-1.985030,10.245512,0.07681966,0.13114278,0.09696602,0.13681290,0.12153276,0.17247753,0.14726439,0.11698396
bloodmnist_224,ResNet,3,0.01,avg,3055,7,-46.811016,0.634723,0.07124215,0.13086396,0.13708338,0.13730288,0.14274171,0.11225826,0.13828757,0.13022009
bloodmnist_224,ResNet,3,0.01,avg,3056,1,12.777052,-1.103544,0.07145933,0.13052496,0.08563879,0.17155501,0.10849757,0.16152094,0.15188108,0.11892224
bloodmnist_224,ResNet,3,0.01,avg,3057,5,22.429987,-4.188646,0.07135904,0.12091804,0.07580359,0.19405895,0.12183122,0.16182435,0.13640714,0.11779768
bloodmnist_224,ResNet,3,0.01,avg,3058,6,8.769630,-24.970716,0.07374834,0.14089134,0.10067916,0.19548342,0.10993411,0.11037343,0.14642148,0.12246867
bloodmnist_224,ResNet,3,0.01,avg,3059,1,12.722982,-0.483752,0.07143202,0.12493894,0.08926008,0.17183170,0.10762341,0.16634490,0.15068929,0.11787963
bloodmnist_224,ResNet,3,0.01,avg,3060,2,-46.652294,-6.828802,0.05873793,0.14104077,0.13706546,0.16775817,0.12650174,0.09063987,0.14780056,0.13045557
bloodmnist_224,ResNet,3,0.01,avg,3061,2,-58.908253,-5.910853,0.07171783,0.13650024,0.16651677,0.12087974,0.13524696,0.10004173,0.13061050,0.13848624
bloodmnist_224,ResNet,3,0.01,avg,3062,1,10.110945,-27.636923,0.07103202,0.14202580,0.09240640,0.21610513,0.09567574,0.10712907,0.14703897,0.12858684
bloodmnist_224,ResNet,3,0.01,avg,3063,1,0.294573,-15.541479,0.07187353,0.13418953,0.10092083,0.18159591,0.10986888,0.12647395,0.15053844,0.12453894
bloodmnist_224,ResNet,3,0.01,avg,3064,3,40.124184,-24.969269,0.06971221,0.11579379,0.07464866,0.24011037,0.10931384,0.13091962,0.14773197,0.11176951
bloodmnist_224,ResNet,3,0.01,avg,3065,1,11.135425,-25.944096,0.06103766,0.13136198,0.11165696,0.20310792,0.10779867,0.10605220,0.15122476,0.12775989
bloodmnist_224,ResNet,3,0.01,avg,3066,2,24.714478,-35.549446,0.06615584,0.13137272,0.10509163,0.22115377,0.10792119,0.10332735,0.14371447,0.12126303
bloodmnist_224,ResNet,3,0.01,avg,3067,7,-59.104305,0.025856,0.07649493,0.13114907,0.15683018,0.12325647,0.14041901,0.10669692,0.12137111,0.14378236
bloodmnist_224,ResNet,3,0.01,avg,3068,7,-52.325764,11.380316,0.08370745,0.12699737,0.13196532,0.11417411,0.14729384,0.12863368,0.12470219,0.14252600
bloodmnist_224,ResNet,3,0.01,avg,3069,3,37.436287,-16.247038,0.07082371,0.10867082,0.06428233,0.22773634,0.12036512,0.14478812,0.15379959,0.10953403
bloodmnist_224,ResNet,3,0.01,avg,3070,1,5.685277,16.813656,0.07411129,0.12462305,0.07936303,0.15815240,0.11281000,0.19159372,0.15104315,0.10830337
bloodmnist_224,ResNet,3,0.01,avg,3071,6,14.502750,-15.177687,0.06848356,0.13158430,0.08943008,0.19718596,0.10814903,0.14184400,0.15119442,0.11212862
bloodmnist_224,ResNet,3,0.01,avg,3072,3,-5.983691,7.280582,0.09170681,0.13029180,0.11079164,0.12773974,0.12488304,0.16118769,0.13517982,0.11821943
bloodmnist_224,ResNet,3,0.01,avg,3073,0,37.658726,-7.112932,0.09162621,0.12812594,0.05197157,0.23127246,0.08474051,0.13179883,0.16945036,0.11101405
bloodmnist_224,ResNet,3,0.01,avg,3074,2,-6.785017,-14.457960,0.06641382,0.13778576,0.13239475,0.18363754,0.10832161,0.09882500,0.14779094,0.12483053
bloodmnist_224,ResNet,3,0.01,avg,3075,5,20.064474,-2.665629,0.06444966,0.11540370,0.09612371,0.17469363,0.12054327,0.15767559,0.14746355,0.12364692
bloodmnist_224,ResNet,3,0.01,avg,3076,7,-59.553085,2.624754,0.07399118,0.13920838,0.15495266,0.11397465,0.13851079,0.10909431,0.12821639,0.14205165
bloodmnist_224,ResNet,3,0.01,avg,3077,3,22.547626,-11.665298,0.07445969,0.12707046,0.09134997,0.19148891,0.12426662,0.12410259,0.14906748,0.11819430
bloodmnist_224,ResNet,3,0.01,avg,3078,1,-1.183452,18.017643,0.08014495,0.12368931,0.09265986,0.13885140,0.11517295,0.18812335,0.14546180,0.11589640
bloodmnist_224,ResNet,3,0.01,avg,3079,7,-58.337124,0.669926,0.07813136,0.13259120,0.15394686,0.11799476,0.14840876,0.10258123,0.12851559,0.13783023
bloodmnist_224,ResNet,3,0.01,avg,3080,7,-50.862614,14.263815,0.08052269,0.12381420,0.13104983,0.11105719,0.15313740,0.13710637,0.13124867,0.13206361
bloodmnist_224,ResNet,3,0.01,avg,3081,4,-49.417671,12.091555,0.07920500,0.12081211,0.13888323,0.11564907,0.14892595,0.12775910,0.13655116,0.13221440
bloodmnist_224,ResNet,3,0.01,avg,3082,1,41.883224,-37.791748,0.06144854,0.12545715,0.07859547,0.26251531,0.09712341,0.11208358,0.14482318,0.11795337
bloodmnist_224,ResNet,3,0.01,avg,3083,3,-0.441299,16.581663,0.08133762,0.12186192,0.08761499,0.14061020,0.12586127,0.17905638,0.14599578,0.11766188
bloodmnist_224,ResNet,3,0.01,avg,3084,3,-0.540546,18.278175,0.07107635,0.12296779,0.09140179,0.14201908,0.12216397,0.19209576,0.14064679,0.11762846
bloodmnist_224,ResNet,3,0.01,avg,3085,0,18.634436,7.127861,0.09697933,0.13834269,0.07314709,0.15342189,0.10849034,0.16570546,0.15412509,0.10978810
bloodmnist_224,ResNet,3,0.01,avg,3086,3,49.984150,-36.541611,0.05983659,0.10871430,0.06259754,0.29485458,0.10722873,0.10911436,0.15011719,0.10753676
bloodmnist_224,ResNet,3,0.01,avg,3087,1,2.860157,7.404913,0.08606117,0.13503003,0.08427760,0.15467951,0.11000613,0.16716678,0.14670095,0.11607787
bloodmnist_224,ResNet,3,0.01,avg,3088,1,7.061165,-3.335448,0.07297105,0.12741134,0.09684341,0.16703762,0.11258041,0.14770107,0.15631053,0.11914464
bloodmnist_224,ResNet,3,0.01,avg,3089,5,0.320858,15.321637,0.07567737,0.11111465,0.09685616,0.14069632,0.12341591,0.18180610,0.15153520,0.11889824
bloodmnist_224,ResNet,3,0.01,avg,3090,2,-58.144646,-9.985669,0.07618448,0.15161164,0.17372285,0.11523683,0.12324286,0.09061723,0.13220184,0.13718219
bloodmnist_224,ResNet,3,0.01,avg,3091,6,-3.755564,-10.092324,0.07369445,0.13959837,0.10222713,0.17089088,0.11272370,0.12018680,0.15161476,0.12906398
bloodmnist_224,ResNet,3,0.01,avg,3092,6,4.641721,-9.152059,0.08005414,0.13597277,0.09690974,0.17524889,0.10623590,0.14087297,0.14477354,0.11993206
bloodmnist_224,ResNet,3,0.01,avg,3093,1,9.784941,-12.285710,0.06915732,0.12841141,0.09219395,0.18061839,0.10747090,0.14636195,0.15128700,0.12449904
bloodmnist_224,ResNet,3,0.01,avg,3094,6,-0.418375,-5.742514,0.07668769,0.14658619,0.09838315,0.16523106,0.11071831,0.14021844,0.14027943,0.12189575
bloodmnist_224,ResNet,3,0.01,avg,3095,7,-48.304756,5.630592,0.08156206,0.13183221,0.13645290,0.12790537,0.13530347,0.11543606,0.13261817,0.13888976
bloodmnist_224,ResNet,3,0.01,avg,3096,5,-0.110206,21.364424,0.07021204,0.11536650,0.08336709,0.13674162,0.11616928,0.21178266,0.15683085,0.10952994
bloodmnist_224,ResNet,3,0.01,avg,3097,0,33.195145,-8.937423,0.08680031,0.11429395,0.05713572,0.21103922,0.11655890,0.15260521,0.15267275,0.10889402
bloodmnist_224,ResNet,3,0.01,avg,3098,4,-13.587506,-0.155469,0.06981584,0.11242823,0.09836007,0.17972340,0.14215377,0.13291733,0.13865991,0.12594149
bloodmnist_224,ResNet,3,0.01,avg,3099,7,-63.314240,0.236699,0.07183524,0.12616773,0.17334600,0.10152511,0.14885284,0.10394784,0.11945548,0.15486977
bloodmnist_224,ResNet,3,0.01,avg,3100,0,26.760902,-4.983026,0.08324966,0.10586756,0.06996197,0.18898810,0.13099444,0.15700142,0.15320936,0.11072747
bloodmnist_224,ResNet,3,0.01,avg,3101,7,-60.673019,3.568673,0.07762256,0.12696567,0.15647005,0.11281273,0.14231469,0.11030414,0.12558307,0.14792711
bloodmnist_224,ResNet,3,0.01,avg,3102,6,-1.134321,10.633944,0.07522729,0.13024811,0.10111248,0.14041218,0.11440960,0.18020962,0.14552270,0.11285796
bloodmnist_224,ResNet,3,0.01,avg,3103,7,-46.108982,9.840784,0.09613112,0.13263024,0.12546572,0.12072840,0.13975532,0.12684166,0.12839405,0.13005351
bloodmnist_224,ResNet,3,0.01,avg,3104,5,3.120693,10.495645,0.06588525,0.12869471,0.09030493,0.15073124,0.11972370,0.17162181,0.15124525,0.12179305
bloodmnist_224,ResNet,3,0.01,avg,3105,0,20.534353,7.412666,0.08545963,0.12520646,0.07012098,0.16465990,0.10589122,0.17144997,0.16874853,0.10846329
bloodmnist_224,ResNet,3,0.01,avg,3106,1,10.193834,-1.968509,0.07416306,0.12743463,0.08971470,0.17113476,0.11908896,0.14991003,0.15055309,0.11800081
bloodmnist_224,ResNet,3,0.01,avg,3107,7,-53.668648,12.225202,0.07732645,0.12053002,0.14053150,0.11026902,0.15023410,0.13102067,0.12731731,0.14277092
bloodmnist_224,ResNet,3,0.01,avg,3108,4,-45.180489,2.432219,0.07691132,0.12282021,0.12208205,0.13227768,0.15603222,0.12021261,0.13866015,0.13100375
bloodmnist_224,ResNet,3,0.01,avg,3109,5,1.036547,18.527920,0.07648526,0.11927323,0.08628698,0.14529580,0.12513970,0.19288804,0.13828601,0.11634502
bloodmnist_224,ResNet,3,0.01,avg,3110,6,16.818502,-21.246010,0.07239489,0.14415643,0.08308922,0.20785888,0.09663992,0.13751636,0.14031836,0.11802594
bloodmnist_224,ResNet,3,0.01,avg,3111,6,7.400778,-25.025730,0.07721942,0.14430811,0.09235430,0.20371753,0.09295710,0.11941675,0.14760086,0.12242594
bloodmnist_224,ResNet,3,0.01,avg,3112,3,46.452335,-34.177990,0.06581451,0.11006230,0.06891315,0.26936796,0.12458986,0.10844061,0.14438817,0.10842343
bloodmnist_224,ResNet,3,0.01,avg,3113,1,16.519009,-30.655142,0.07864398,0.14098461,0.09048135,0.20942958,0.09771585,0.10775120,0.16094379,0.11404967
bloodmnist_224,ResNet,3,0.01,avg,3114,6,-5.915941,-1.046852,0.07714940,0.13927488,0.11037466,0.14587353,0.11714423,0.13854752,0.14453264,0.12710312
bloodmnist_224,ResNet,3,0.01,avg,3115,4,-16.335262,3.804335,0.06503096,0.11953039,0.10848784,0.15507388,0.15109776,0.13092551,0.14033696,0.12951674
bloodmnist_224,ResNet,3,0.01,avg,3116,6,1.499851,-17.546692,0.07160684,0.14104278,0.10129921,0.18913470,0.11047369,0.12411409,0.14074956,0.12157914
bloodmnist_224,ResNet,3,0.01,avg,3117,7,-46.930092,9.328654,0.08730491,0.13068879,0.12937666,0.12144171,0.13822612,0.12926295,0.13679777,0.12690109
bloodmnist_224,ResNet,3,0.01,avg,3118,4,-14.121381,10.548612,0.07116719,0.11272261,0.12133357,0.12316193,0.14532034,0.16317554,0.14127265,0.12184616
bloodmnist_224,ResNet,3,0.01,avg,3119,4,-20.434641,7.507129,0.07646736,0.13226381,0.10356393,0.14001465,0.13166648,0.13303827,0.15751420,0.12547131
bloodmnist_224,ResNet,3,0.01,avg,3120,3,31.941528,-17.533346,0.06898550,0.11858626,0.07707661,0.21384756,0.12454669,0.13752186,0.14331548,0.11612004
bloodmnist_224,ResNet,3,0.01,avg,3121,7,-61.090305,7.220032,0.07719961,0.13043918,0.15341863,0.10560109,0.14896265,0.11651029,0.12294521,0.14492337
bloodmnist_224,ResNet,3,0.01,avg,3122,6,-1.124701,-18.231497,0.07528837,0.14733827,0.10148570,0.18547070,0.10313722,0.11066623,0.15065324,0.12596022
bloodmnist_224,ResNet,3,0.01,avg,3123,5,4.007265,16.430477,0.06528312,0.11490586,0.08357248,0.16066545,0.12135917,0.18528986,0.15947248,0.10945158
bloodmnist_224,ResNet,3,0.01,avg,3124,5,2.692926,17.593563,0.07372676,0.11597396,0.08493131,0.15374301,0.12674183,0.18828914,0.14612460,0.11046932
bloodmnist_224,ResNet,3,0.01,avg,3125,3,10.658602,2.341609,0.07263891,0.12225520,0.07981817,0.16478081,0.12627596,0.16562048,0.15282871,0.11578177
bloodmnist_224,ResNet,3,0.01,avg,3126,6,19.617664,-21.777765,0.06560600,0.13294467,0.08205727,0.21488193,0.10279743,0.13821957,0.14507787,0.11841530
bloodmnist_224,ResNet,3,0.01,avg,3127,0,36.907383,-7.915212,0.07958753,0.12544525,0.05837821,0.23115060,0.10146609,0.14379181,0.15718508,0.10299543
bloodmnist_224,ResNet,3,0.01,avg,3128,3,43.736149,-31.291462,0.06076195,0.11447392,0.07483599,0.26021171,0.11634052,0.12155032,0.14293262,0.10889297
bloodmnist_224,ResNet,3,0.01,avg,3129,7,-49.902225,6.453919,0.08068475,0.13344102,0.13976420,0.12170474,0.13930255,0.11990908,0.12983391,0.13535976
bloodmnist_224,ResNet,3,0.01,avg,3130,2,-63.562218,-10.937349,0.07736266,0.15059434,0.18684492,0.09843669,0.13099901,0.09953773,0.12718472,0.12903994
bloodmnist_224,ResNet,3,0.01,avg,3131,7,-56.384090,4.992612,0.08199823,0.12770641,0.14757952,0.11966029,0.13735341,0.11203039,0.12624726,0.14742452
bloodmnist_224,ResNet,3,0.01,avg,3132,7,-61.317539,6.916077,0.08169919,0.12991950,0.15324259,0.10245959,0.14470224,0.12040313,0.12227525,0.14529850
bloodmnist_224,ResNet,3,0.01,avg,3133,7,-58.185089,-1.692649,0.07188668,0.13017690,0.15627076,0.12895688,0.14623426,0.09929752,0.12872776,0.13844927
bloodmnist_224,ResNet,3,0.01,avg,3134,0,24.394070,-9.444676,0.07992675,0.12616578,0.07551698,0.19596815,0.12259325,0.13462721,0.15075095,0.11445098
bloodmnist_224,ResNet,3,0.01,avg,3135,3,27.647650,-26.573708,0.07036635,0.12184595,0.06835853,0.23165143,0.10500743,0.13124079,0.15473105,0.11679847
bloodmnist_224,ResNet,3,0.01,avg,3136,5,2.928019,17.545801,0.07064951,0.10813025,0.08355863,0.15087794,0.12759101,0.19172396,0.15219370,0.11527506
bloodmnist_224,ResNet,3,0.01,avg,3137,3,42.670494,-36.897911,0.06326216,0.13164541,0.07824587,0.25870097,0.10713521,0.10560729,0.13877048,0.11663259
bloodmnist_224,ResNet,3,0.01,avg,3138,0,21.287897,-0.383375,0.07438322,0.11028875,0.07426232,0.17797107,0.12454055,0.16390188,0.15394354,0.12070864
bloodmnist_224,ResNet,3,0.01,avg,3139,4,-18.169817,4.087060,0.07095505,0.11976727,0.11769502,0.14778969,0.15718016,0.11574396,0.14214189,0.12872700
bloodmnist_224,ResNet,3,0.01,avg,3140,2,-47.042831,4.439747,0.07355922,0.13678584,0.14063197,0.13446428,0.12548305,0.11823367,0.13812318,0.13271877
bloodmnist_224,ResNet,3,0.01,avg,3141,0,23.062178,-8.407622,0.07582013,0.11267813,0.08942249,0.18637118,0.13212021,0.13339721,0.15195774,0.11823298
bloodmnist_224,ResNet,3,0.01,avg,3142,4,-13.640215,-1.072899,0.06730640,0.11501150,0.09100477,0.18506874,0.14496069,0.12836882,0.14612751,0.12215162
bloodmnist_224,ResNet,3,0.01,avg,3143,7,-59.913139,3.911810,0.07638838,0.13197432,0.15312159,0.11309963,0.14145392,0.11131814,0.12570518,0.14693885
bloodmnist_224,ResNet,3,0.01,avg,3144,1,40.114273,-38.572052,0.06663629,0.12625349,0.07442015,0.26874644,0.08795580,0.11320544,0.14920865,0.11357374
bloodmnist_224,ResNet,3,0.01,avg,3145,3,38.050919,-22.269442,0.06777608,0.11328323,0.07203221,0.23674670,0.10900395,0.12882094,0.15962541,0.11271149
bloodmnist_224,ResNet,3,0.01,avg,3146,4,-45.472485,-0.518865,0.06821194,0.12781787,0.12996605,0.14813706,0.14606813,0.11169390,0.14086090,0.12724413
bloodmnist_224,ResNet,3,0.01,avg,3147,7,-56.658020,-1.211096,0.07193217,0.13401718,0.15710016,0.12211691,0.13803387,0.10619134,0.13063833,0.13997002
bloodmnist_224,ResNet,3,0.01,avg,3148,6,-1.673240,5.078157,0.08303359,0.13640170,0.09884325,0.14575832,0.11471172,0.16018692,0.13882591,0.12223857
